step,value
0,0
1,-0.21253172781541735
2,0.5204578616036327
3,0.1935924186760471
4,0.09552281726977685
5,-1.5121957618145143
6,-1.9568390400601552
7,-0.45517457911184356
8,-1.1123405521507286
9,-2.225043048988768
10,-2.7292595764941274
11,-1.149485981824799
12,-2.20166474735853
13,-2.3125093781970296
14,-3.108901167177904
15,-1.9802015649917566
16,-1.5542187064462025
17,0.2799212880178117
18,0.8561621560620434
19,1.648324796782574
20,2.0037342546180614
21,1.8196093618434155
22,1.877708528633217
23,0.968640161034706
24,0.6930257973418601
25,0.8810727688785529
26,2.13311288266135
27,1.8483915453819675
28,1.8625138288174168
29,3.273137780250548
30,2.7375127699475055
31,1.3431946001787811
32,0.5914057731108542
33,0.8357950442325957
34,0.3914287776854938
35,0.6188795911186542
36,0.5109982301981076
37,-0.4024136238010493
38,-0.9153200625328402
39,-1.4424989738903173
40,-1.8292067115674895
41,-3.128737008893049
42,-1.3706991927240257
43,0.13981048153186504
44,1.3099271992949737
45,1.2223271781925011
46,1.3948656385093916
47,1.8055338050218774
48,2.74016198268781
49,2.2395087726593217
50,1.9019812660219826
51,1.8292943414270284
52,0.948382930509403
53,1.5339707385091108
54,0.6615823105870584
55,-0.5945023504755875
56,0.009477435028552583
57,0.46004858333911935
58,1.4091907148702594
59,2.2232275924024005
60,2.7222744078200733
61,2.2399727035936214
62,2.208761506846893
63,2.0689289760874434
64,1.6004295614236022
65,0.08117775828889617
66,0.40479702437028686
67,-0.44637040415722223
68,-0.27694289702494773
69,-0.09704125498123672
70,-0.49208073514156603
71,-0.041398984573974174
72,0.3093981414291512
73,0.6885573812952817
74,1.134567749608785
75,-0.0276584486015774
76,-0.9610566460754513
77,-0.8245151176105832
78,-1.0203104414454747
79,-0.9673902534234496
80,-1.3177177191168812
81,-2.1446355798019967
82,-1.5744026477580872
83,-2.7003597618633854
84,-2.929583930512537
85,-3.4255437797597565
86,-4.677959117123859
87,-5.40288073789817
88,-6.722959371651867
89,-7.132751851080831
90,-5.8472649692467416
91,-6.049266165391089
92,-6.089132389325269
93,-5.7584233548620185
94,-5.214064800592034
95,-4.812370886834817
96,-4.202097227436078
97,-4.501692468505712
98,-5.292518844424301
99,-4.9077653065637845
100,-4.104619810046793
